# engine_labels.csv - engine function LABEL registry (attribution + names).
#
# Distinct from build/gen/symbol_names.csv (generated from src/ @address).
# This file is backlog-only; src/ wins and rows covered by src/ are removed.
# These are LABELS: real names + classes + prototypes attributed to v1.0.0.76
# engine functions from two sources. They graduate into symbol_names.csv + src/
# only through src/ @address annotations when actually byte-matched. Used to grow the partition + guide matching
# and applied into build/ghidra-named (the comprehension DB) for readable decomp.
#
# Sources:
#   tomalla     - refs/tomalla-gruntz manual annotations harvested for v1.0.1.77
#                 (build/tomalla-harvest/address_dict.csv), re-anchored to v0.76
#                 via the v0.76<->v0.77 patch offset map (build/patch-diff/,
#                 17 piecewise offset levels). 52 v1.01-CHANGED funcs are skipped.
#                 Real names + prototypes + owning class.
#   rtti-vptr   - ctor/dtor discovered by xref to ??_7<Class>@@6B@: a function
#                 storing the class vftable into [this+0] (MOV [reg],<vft>) is a
#                 ctor/dtor (docs/matching-patterns.md vtable-pointer store).
#                 Attributed to the most-derived class (last vptr store in a ctor).
#   rtti-vtable - dtor body reached via the vftable slot-0 vector-deleting-destructor
#                 thunk chain.
# (Class virtuals are already labeled Class::vfunc_N in build/ghidra-named by the
#  prior enrichment; not re-listed here.)
#
# Columns: rva,name,class,prototype,kind,source,confidence
#   rva=v0.76 .text RVA (hex, ImageBase 0x400000). kind=ctor|dtor|vfunc|method|free.
#   confidence: high=unique attribution; med=ICF-folded / multi-vftable function.
rva,name,class,prototype,kind,source,confidence
0x0e1e60,CTimeBomb::LoadAttributes,CTimeBomb,__thiscall(this) [reads TimeBombFastTime/Projectile attrs into this+0x38..0x60; loads GAME_TIMEBOMBFAST],method,decomp-xref,high
0x041aa0,CTeleporter::LoadAttributes,CTeleporter,__thiscall(this) [reads Teleporter/Wormhole attrs into this+0x38..0x68; loads GAME_TELEPORTERCLOSE],method,decomp-xref,med
0x069d60,LoadFreezeSpellAssets,,__thiscall(this) [reads Spellz/FreezeDelay attrs into this+0x820..0x82c; loads GRUNTZ_DEATHZ_SPARKLE/UNFREEZE freeze-spell anims],method,decomp-xref,med
0x067f80,CGrunt::LoadEntranceConfig,,__thiscall(this) [reads EntranceSafeTime + loads GRUNTZ_ENTRANCEZ_DROP into this+0x840..0x85c; CGrunt region],method,decomp-xref,med
0x067bd0,CGrunt::BuildEntranceAnimation,,"__thiscall(this,flags) [builds GRUNTZ_ENTRANCEZ_DROP/ONE/TWO/THREE/RESSURECT + DEATHZ_MELT entrance anims]",method,decomp-xref,med
0x0b4640,CloudHazard::vfunc_20,,"__thiscall(this,a,b) [vtable slot 0x20; reads RainCloudFlashTime/Hazardz; loads LEVEL_CLOUDHAZARDKILL]",vfunc,decomp-xref,med
0x0b82e0,CNetMgr::LoadServiceConfig,CNetMgr,__thiscall(this) [reads Other/Modem/Serial/TcpIp service + _CmdDelay/_Resend/_DynCmdDelay into this+0x524/0x5a4..],method,decomp-xref,high
0x0bc460,CNetMgr::LoadTcpIpConfig,CNetMgr,__thiscall(this) [reads TcpIp _CmdDelay/_Resend/_DynCmdDelay into this+0x5a4..0x5c0],method,decomp-xref,med
0x0b8b10,CNetMgr::LoadCmdDelayConfig,CNetMgr,__thiscall(this) [reads CMDDELAY/RESEND command-timing config into this+0x59c..0x5c0],method,decomp-xref,med
0x105990,UpdateRezConveyorStatusBar,,__thiscall(this) [StatusBar + ConveyorBeltHoldDelay; GAME_REZBELTRETURN/BACKUP rez-machine conveyor HUD],method,decomp-xref,med
0x1076a0,UpdateChipGrinderStatusBar,,__thiscall(this) [StatusBar + FallingItemShredderDelay/Speed; GAME_REZGRINDING chip-grinder HUD],method,decomp-xref,med
0x105310,UpdateGruntOvenStatusBar,,__thiscall(this) [StatusBar + GruntOvenDelay; GAME_COOKINGCOMPLETE grunt-oven HUD; this+0x204/0x220],method,decomp-xref,med
0x0fe910,UpdateStatusBarTabHighlight,,__thiscall(this) [GAME_TABHIGHLIGHT1 tab-highlight; this+0x354],method,decomp-xref,med
0x109bd0,UpdateWarpStoneStatusBar,,"__thiscall(this,a,b,c,d) [WarpStone/FlyTime + GAME_WARPSTONEFLY/GAME_STATUSBAR_TABZ_GAMETAB_WARP]",method,decomp-xref,med
0x01d440,CBootyState::vfunc_1,CBootyState,"int __thiscall(this,a,b,c) [vtable slot 1; calls CState::vfunc_1; loads STATEZ_BOOTY + AREA%i, builds GRUNTPUDDLE SimpleAnimations, hides cursor]",vfunc,decomp-xref,med
0x01f6f0,BootyState::OnActivate_vfunc8,,"__thiscall(this) [vtable slot 8 of a CState subclass; calls CState::vfunc_8; binds IMAGEZ banks to BOOTY/GRUNTZ/LEVEL, starts 'multi' music]",vfunc,decomp-xref,med
0x01c8a0,BootyState_OnActivate2_vfunc8,,__thiscall(this) [vtable slot 8 of a CState subclass; binds IMAGEZ banks to BOOTY/GRUNTZ; this+0xc/0x1bc],vfunc,decomp-xref,med
0x0cb800,GameLevelState::OnActivate_vfunc8,,"__thiscall(this) [vtable slot 8; calls CState::vfunc_8; binds TILEZ/IMAGEZ banks to LEVEL/GRUNTZ, kicks level load; this+0x2dc/0x470/0x474/0x510]",vfunc,decomp-xref,med
0x013fb0,CAttract::vfunc_1,,"__thiscall(this,a,b,c) [vtable slot 1; loads STATEZ_ATTRACT + ATTRACT SOUNDZ; attract-mode state init]",vfunc,decomp-xref,med
0x01b450,BuildBootyWalkingGruntz,,__thiscall(this) [builds NORMALGRUNT_WALK SimpleAnimations + GAME_INGAMEICONZ_/BOOTY_DIM secret-letter row over completed-area count; _atexit cleanup],method,decomp-xref,med
0x01b690,UpdateBootyWalkingGruntz,,__thiscall(this) [per-frame walk/idle of booty gruntz; GRUNTZ_NORMALGRUNT_SOUTH_IDLE/IDLE4 + GRUNTZ_PICKUPS_<letter>; timeGetTime],method,decomp-xref,med
0x019920,BuildGruntSprintAnimation,,__thiscall(this) [builds GRUNTZ_NORMALGRUNT_<8dir>_WALK SimpleAnimation; GAME_GRUNTSPRINT],method,decomp-xref,med
0x01ce60,BuildBootyGruntIdleAnimation,,__thiscall(this) [GRUNTZ_WANDGRUNT/NORMALGRUNT idle + GRUNTZ_PICKUPS booty anim],method,decomp-xref,med
0x01c070,BuildBootyPerfectAnimation,,__thiscall(this) [BOOTY_PERFECT SimpleAnimation; GAME_CYCLE100; this+0x2f8],method,decomp-xref,med
0x019540,BuildWarpStoneGlitterAnimation,,__thiscall(this) [GAME_GLITTERGOLD/GAME_STATUSBAR_TABZ_GAMETAB_WARP glitter SimpleAnimation; DoNothing logic],method,decomp-xref,med
0x0641b0,BuildGruntExitAnimation,,__thiscall(this) [GRUNTZ_EXITZ_ONE/TWO/THREE exit-sequence anims; this+0x1b8..0x21c],method,decomp-xref,med
0x0218e0,LoadFontConfig,,"__thiscall(this,a,b) [reads ARIAL/TrainingFont/MessageFont + Width/Height attrs into this+0x20..0x40]",method,decomp-xref,high
0x0090e0,LoadActionOptionsMenuBar,,__thiscall(this) [loads GAME_ACTIONOPTIONZMENUBAR + INGAMEICONZ_NORM/HIGH/GREYCHIPZ into this+0x2c..0x3c],method,decomp-xref,med
0x0a0d80,BuildVersionString,,__thiscall(this) [formats 'Gruntz v%d.%d'/'_SPAWN_MODE_' version+mode banner; this+0xc],method,decomp-xref,med
0x01fde0,CheckCdRomRegistry,,[reads 'Monolith Productions'/'CdRom Drive' registry for CD presence],free,decomp-xref,med
0x03b7c0,LoadCustomWorldInfo,,[reads CUSTOM_WORLDINFO/'_Custom_' custom-world descriptor],free,decomp-xref,med
0x107ae0,LoadMultiplayerBattlezConfig,,__thiscall(this) [reads Multiplayer/StartingGruntz/Battlez setup config],method,decomp-xref,med
0x170750,ButeMgr::ParseAttributeFile,,__thiscall(this) [.att attribute-file parser; emits 'ButeMgr: duplicate symbol encountered'; 2 callers],method,decomp-xref,med
0x185000,DebugPrintf,,[DPRINTF/FILEAPPEND/STDOUT debug-log helper; called from 0x184b70],free,decomp-xref,low
#
# --- decomp-xref pass, batch 2: NetMgr/objects/states/status-bar (read from decompiler) ---
0x0bca50,CNetMgr::HandleSessionError,CNetMgr,__thiscall(this) [DirectPlay session-end messages: 'game session has been terminated'/'removed from the game'/'game is closed'/'already full'/version-mismatch; this+0x524..0x5bc],method,decomp-xref,med
0x0b7b10,CNetMgr::SetupSession,CNetMgr,[Player_Name/Game_Name/'Multiplayer Gruntz' DirectPlay session create/join],method,decomp-xref,med
0x0b9750,CNetMgr::SendChat,CNetMgr,"__thiscall(this,a,b,c) [GAME_CHAT multiplayer chat msg; this+0x528..0x580]",method,decomp-xref,med
0x0b8cf0,CNetMgr::ApplyServiceConfig,CNetMgr,"__thiscall(this,a) [writes service config this+0x524/0x578/0x5a4/0x5bc/0x5c0 (CNetMgr config region)]",method,decomp-xref,low
0x0412c0,CWormhole::LoadAttributes,CWormhole,__thiscall(this) [GAME_WORMHOLE/GAME_TELEPORTEROPEN sprites + attrs into this+0x14..0x68],method,decomp-xref,med
0x0411f0,CWormhole::LoadColors,CWormhole,__thiscall(this) [SecretColor/SingleUseColor/NormalColor + Wormhole tint into this+0x10],method,decomp-xref,med
0x044c00,CWarlord::LoadAttributes,CWarlord,__thiscall(this) [Warlordz/PanicRadius attrs into this+0x88..0x94],method,decomp-xref,med
0x044d10,CWarlord::LoadAttributes2,CWarlord,__thiscall(this) [Warlordz/PanicRadius variant (this+0x88..0x94)],method,decomp-xref,med
0x0fc0b0,CStaticHazard::LoadAttributes2,CStaticHazard,__thiscall(this) [LEVEL_STATICHAZARDGO/IDLE sprites + attrs into this+0x10..0x60 (sibling of 0x0fc1a0)],method,decomp-xref,med
0x0810f0,CBrickz::LoadAttributes,CBrickz,"__thiscall(this,a,b) [Brickz/Brown/Black brick color+type setup; this+0x78/0x90]",method,decomp-xref,med
0x03f5f0,HandleFortConquered,,__thiscall(this) [Battlez fort capture: 'was conquered by' + Explosion/GAME_EXPLOSION3; this+0x54/0x58],method,decomp-xref,med
0x063db0,LoadVehicleGruntAnimations,,__thiscall(this) [GRUNTZ_GOKARTGRUNT/BIGWHEELGRUNT vehicle-grunt anim setup; many this+offsets],method,decomp-xref,med
0x057890,BuildGruntLoseItemAnimation,,__thiscall(this) [SingleAnimation GRUNTZ_<type>_LOSEITEM; this+0x10..0x1e4],method,decomp-xref,med
0x0a0a30,CAttract::vfunc_6,CAttract,__thiscall(this) [vtable slot 6; STATEZ_ATTRACT/TITLE_%d/BrightnessPercent attract-mode virtual],vfunc,decomp-xref,med
0x0a03f0,CAttract::LoadTitleConfig,CAttract,"__thiscall(this,a) [reads BrightnessPercent + TITLE_%d title-screen config; this+0x2c]",method,decomp-xref,med
0x039570,InitAttractTitle,,__thiscall(this) [STATEZ_ATTRACT title fade-in; BrightnessPercent/TITLE_%d; this+0x2c/0x208],method,decomp-xref,med
0x0f9780,CSplashState::LoadSounds,CSplashState,__thiscall(this) [STATEZ_SPLASH SOUNDZ load; this+0x2c],method,decomp-xref,med
0x0387c0,LoadInputDeviceConfig,,"__thiscall(this,a,b) [Keyboard/Joystick_1..4 DinMgr2 input-device config; this+0x14]",method,decomp-xref,med
0x0e9600,BuildStatzTabStatusBar,,__thiscall(this) [GAME_STATUSBAR_TABZ_STATZTAB_TAB statz-tab sprite set into this+0x0c..0x44],method,decomp-xref,med
0x0ea1f0,BuildMultiplayerTabStatusBar,,__thiscall(this) [GAME_STATUSBAR_TABZ_MULTIPLAYERTAB/STATZTAB_SEL tab sprites into this+0x0c..0x48],method,decomp-xref,med
0x0d1710,LoadSBITextEdges,,"__thiscall(this,a) [TextTop/Bottom/Left/RightEdge status-bar-item text rect; this+0x510]",method,decomp-xref,med
0x090d10,LoadMonologoSprite,,__thiscall(this) [GAME_MONOLITH/MONOLITH splash-logo sprite; this+0x2c/0x30],method,decomp-xref,med
0x092420,LoadSaveMessageSprite,,__thiscall(this) [GAME_SAVE/GAME_SAVEMSG save-feedback sprite; this+0x44],method,decomp-xref,med
0x07b440,BuildRockBreakParticles,,"__thiscall(this,...) [Particlez/LEVEL_ROCKBREAK rock-break particle effect; this+0x22c]",method,decomp-xref,med
0x0f8970,SFManager::SelectBestDevice,,"[SFMAN32.DLL SoundFont manager: enumerates devices, picks best by rating ('Best Device number is %d')]",free,decomp-xref,med
0x0cf770,DrawDebugStats,,[debug overlay: 'Fps: %i'/'Objs: %i'/'Pos: %i %i'],free,decomp-xref,low
0x090550,LaunchPortalExe,,['Monolith Productions'/Portal/portal_exe external-portal launcher],free,decomp-xref,low
#
# --- decomp-xref pass, batch 3: CGrunt anim resolvers, object/effect & state loaders ---
0x062e10,CGrunt::LoadIdleConfig,CGrunt,"__thiscall(this,a,b,c) [reads Grunt/IdleDelay attrs]",method,decomp-xref,med
0x0633e0,CGrunt::LoadDefenderConfig,CGrunt,__thiscall(this) [reads Grunt/PlayerDefenderRadius attr],method,decomp-xref,med
0x065630,LoadBombGruntRunConfig,,"__thiscall(this,a,b) [BOMBGRUNT RunningTimePerTile attr]",method,decomp-xref,med
0x068520,LoadBombGruntRunConfig2,,__thiscall(this) [BOMBGRUNT RunningTimePerTile (variant)],method,decomp-xref,low
0x11afb0,LoadGruntSpawnConfig,,__thiscall(this) [GruntPercent/GruntPriority Battlez spawn config],method,decomp-xref,med
0x061cb0,Projectile::vfunc_9,,__thiscall(this) [vtable slot 9; Boomerang/Projectile/TimeBomb + AttackDowntime weapon config],vfunc,decomp-xref,med
0x03fed0,CWormhole::LoadEntranceColor,CWormhole,__thiscall(this) [Wormhole EntranceColor tint],method,decomp-xref,med
0x044f80,BuildFortSplashParticles,,__thiscall(this) [Particlez/LEVEL_FORTSPLASH fort-splash effect],method,decomp-xref,med
0x1122a0,BuildRockBreakInGameText,,__thiscall(this) [Particlez/LEVEL_ROCKBREAK + InGameText],method,decomp-xref,med
0x078960,LoadCameraSprite,,__thiscall(this) [GAME_CAMERASPRITE / DoNothing camera sprite],method,decomp-xref,med
0x07a3f0,LoadToyBoxIcon,,__thiscall(this) [InGameIcon/GAME_TOYBOX toybox HUD icon],method,decomp-xref,med
0x07b330,LoadExplosionSprites,,[GAME_EXPLOSION%d/Explosion sprite set],method,decomp-xref,med
0x0db600,LoadActionTileSprites,,"__thiscall(this,a) [ACTION/TILEZ action-tile sprite load]",method,decomp-xref,med
0x039160,CAttract::vfunc_10,CAttract,__thiscall(this) [vtable slot 0x0a; STATEZ_ATTRACT/TITLE attract virtual],vfunc,decomp-xref,med
0x039dc0,LoadCreditzAssets2,,__thiscall(this) [MONOLITH/CREDITZ credits-state assets (variant)],method,decomp-xref,low
0x036f30,LoadVideoResolutionConfig,,[reads Video Resolution '800x600'/'1024x768' display config],free,decomp-xref,med
0x0370a0,SaveVideoResolutionConfig,,[writes Video Resolution '800x600'/'1024x768' display config],free,decomp-xref,med
0x0de420,LoadLevelPreviewScreen,,__thiscall(this) [PREVIEW_%i/_SCREENZ_%s level-preview screen + GAME_TELEPORTEROPEN],method,decomp-xref,med
0x0e4b60,SaveGameFile,,"__thiscall(this,a) ['Gruntz.sav' save-game file write]",method,decomp-xref,med
0x01ec20,GetWarlordName,,[returns warlord name NAPOLEAN/PATTON/VIKING by index],free,decomp-xref,med
0x0dd340,BuildWarlordNameTable,,[WARLORDZ_NAPOLEAN/PATTON/VIKING namespace table],free,decomp-xref,low
0x0dd050,BuildGruntNamespaceList,,[NORMALGRUNT/DEATHZ/ENTRANCEZ/EXITZ/GRUNTPUDDLE/PICKUPS/BOMBGRUNT base namespace list],free,decomp-xref,low
#
# --- decomp-xref pass, batch 4: object/level resource loaders, machine HUDs, util ---
0x09a510,LoadObjectImageResources,,"__thiscall(this,a) [enumerates object map, builds OBJECTZ_/IMAGEZ_%s keys, loads image banks via CObList]",method,decomp-xref,med
0x09a910,LoadObjectSoundResources,,"__thiscall(this,a) [OBJECTZ_/SOUNDZ_%s object sound-bank enumerator]",method,decomp-xref,med
0x09ac20,LoadObjectAnimResources,,"__thiscall(this,a) [OBJECTZ_/ANIZ_%s object animation enumerator]",method,decomp-xref,med
0x065a60,LoadWandGruntItemConfig,,__thiscall(this) [WANDGRUNT ItemDowntime/HealthLoss attrs],method,decomp-xref,med
0x0612a0,LoadGruntDecayConfig,,__thiscall(this) [Grunt DecayTime attr],method,decomp-xref,med
0x061570,LoadGruntDecayConfig2,,__thiscall(this) [Grunt DecayTime (variant)],method,decomp-xref,low
0x06a060,LoadGruntMovingDeathConfig,,__thiscall(this) [Grunt MovingDeathTime attr],method,decomp-xref,med
0x0d12b0,LoadScrollSpeedOptions,,__thiscall(this) [Optionz Min/MaxScrollSpeed display options],method,decomp-xref,med
0x0cffe0,LoadImageBanks_vfunc29,,bool __thiscall(this) [vtable slot 0x1d; loads GRUNTZ + second image bank into this+0x30/0x34],vfunc,decomp-xref,med
0x0a09a0,LoadStateImages_vfunc8,,__thiscall(this) [vtable slot 8; loads IMAGEZ bank],vfunc,decomp-xref,med
0x0db6c0,LoadLevelSounds,,"__thiscall(this,a) [LEVEL/SOUNDZ level sound-bank load]",method,decomp-xref,med
0x0db7e0,LoadLevelImages,,"__thiscall(this,a) [LEVEL/IMAGEZ level image-bank load]",method,decomp-xref,med
0x106660,UpdateRezMachineSnoozeStatusBar,,__thiscall(this) [StatusBar + LeftMachineSnoozingDelay],method,decomp-xref,med
0x107590,UpdateFallingItemStatusBar,,"__thiscall(this,a,b,c) [StatusBar + FallingItemDelay]",method,decomp-xref,med
0x107a10,UpdateRezMachineWakeStatusBar,,__thiscall(this) [StatusBar + LeftMachineWakingDelay],method,decomp-xref,med
0x10b320,UpdateDestructButtonStatusBar,,__thiscall(this) [StatusBar + DestructButtonWarningDelay],method,decomp-xref,med
0x10bc30,UpdateDestructButtonStatusBar2,,"__thiscall(this,a) [StatusBar + DestructButtonWarningDelay (variant)]",method,decomp-xref,low
0x112a50,BuildStatzTabSmall_vfunc1,,"__thiscall(this,...) [vtable slot 1; copies 0x18-dword rect into this+0x2c.., BehindCandy + GAME_STATUSBAR_TABZ_STATZTAB_SMA]",vfunc,decomp-xref,med
0x114ff0,SaveScreenshot,,"(int,RegistryHelper*,...) [reads 'Screen Dump Count' via RegistryHelper, writes Gruntz_%04i.BMP]",free,decomp-xref,high
0x0bf1d0,BuildGruntzCrcInfo,,__thiscall(this) ['crc info for all gruntz' diagnostic string; wsprintf+rand],method,decomp-xref,low
0x1183b0,FormatGameInfoString,,__thiscall(this) [formats 'Name: %s Type: %i Location: %s Vers...' + session time into DAT_0064ebf8],method,decomp-xref,low
#
# --- decomp-xref pass, batch 5: CButeMgr .att getters, CGrunt HUD sprites, dialogs ---
0x173770,CButeMgr::GetTypedRef_tag5,CButeMgr,"__thiscall(this,tag,key) [type-tag 5 typed-ref getter (Rect/Point/Vector/Color family)]",method,decomp-xref,low
0x173d00,CButeMgr::GetTypedRef_tag6,CButeMgr,"__thiscall(this,tag,key) [type-tag 6 typed-ref getter]",method,decomp-xref,low
0x174240,CButeMgr::GetTypedRef_tag7,CButeMgr,"__thiscall(this,tag,key) [type-tag 7 typed-ref getter]",method,decomp-xref,low
0x1747c0,CButeMgr::GetTypedRef_tag8,CButeMgr,"__thiscall(this,tag,key) [type-tag 8 typed-ref getter]",method,decomp-xref,low
0x08e4e0,WarpDialogProc,,"INT_PTR CALLBACK(HWND,msg,wParam) [Level %i Warp X/Y debug dialog; GetDlgItemInt/SetDlgItemInt 0x40e/0x40f]",free,decomp-xref,high
0x020f40,LoadChatBoxSprite,,"__thiscall(this,a) [GAME_CHATBOX multiplayer chat-box sprite]",method,decomp-xref,med
0x095090,CHelpState::LoadAssets,,__thiscall(this) [STATEZ_HELP help-state asset load],method,decomp-xref,med
0x0997c0,LoadHelpBookSprite,,__thiscall(this) [GAME_HELPBOOK help-book sprite],method,decomp-xref,med
0x09bb00,LoadTimerSprite,,"__thiscall(this,a,b) [GAME_TIMER countdown-timer sprite]",method,decomp-xref,med
0x07c3d0,LoadFinishLevelSprite,,"__thiscall(this,a) [GAME_FINISHLEVEL level-complete sprite]",method,decomp-xref,med
0x008a40,BuildLogicTypeTable,,[LogicHit/LogicAttack/LogicBump logic-type name table],free,decomp-xref,med
0x018d30,BootyState::vfunc_9,,__thiscall(this) [vtable slot 9; BOOTY_LOOP loop-music handler],vfunc,decomp-xref,med
0x03c0e0,BuildWorldLevelKey,,__thiscall(this) [WORLDZ_LEVEL_%i level-key builder],method,decomp-xref,med
#
# --- decomp-xref pass, batch 6: CButeMgr getters+parser, CSBI sprites, MULTI_* ---
0x0e2d10,LoadGruntzPalette,,"bool __thiscall(this,a,name) [builds GRUNTZ_PALETTEZ_%s key, looks up + applies palette]",method,decomp-xref,med
0x11c210,BuildVoiceSoundList,,__thiscall(this) [VOICES_%s/VOICES_%s_%s voice-sound CObList],method,decomp-xref,med
0x0c16b0,BuildNamedGruntTable,,[Beefy/Serra/Jebediah... named-grunt roster],free,decomp-xref,med
0x0bc110,CNetMgr::OnDropPlayer,CNetMgr,__thiscall(this) [MULTI_DROPPLAYER],method,decomp-xref,med
0x0ba620,LoadMenuSelectSprite,,"__thiscall(this,a) [GAME_MENUS_SELECT]",method,decomp-xref,med
0x0d7440,LoadLoadingBarSprite,,__thiscall(this) [GAME_LOADINGBAR],method,decomp-xref,med
0x0e8a70,BuildResourceTabStatusBar,,__thiscall(this) [GAME_STATUSBAR_TABZ_RESOURCETAB],method,decomp-xref,med
0x0e9850,BuildStatzTabSmallSprite,,__thiscall(this) [GAME_STATUSBAR_TABZ_STATZTAB_SMA],method,decomp-xref,med
0x0fe6b0,LoadMainStatusBarSprite,,__thiscall(this) [GAME_STATUSBAR_MAINBAR],method,decomp-xref,med
0x0ffb20,LoadDestructButtonSprite,,"__thiscall(this,a) [GAME_DESTRUCT self-destruct button]",method,decomp-xref,med
0x102180,BuildGameTabResumeButton,,"__thiscall(this,a) [GAME_STATUSBAR_TABZ_GAMETAB_RESUME]",method,decomp-xref,med
0x102200,BuildGameTabPauseButton,,__thiscall(this) [GAME_STATUSBAR_TABZ_GAMETAB_PAUSE],method,decomp-xref,med
0x104e60,LoadStatzTabToggleSprite,,"__thiscall(this,a,b) [GAME_STATZTABTOGGLE]",method,decomp-xref,med
0x1055b0,LoadGooCookingSprite,,"__thiscall(this,a) [GAME_GOOCOOKING1 grunt-oven cooking]",method,decomp-xref,med
0x110570,LoadSwitchDownSprite,,__thiscall(this) [GAME_SWITCHDOWN tile-switch],method,decomp-xref,med
0x1106b0,LoadSwitchUpSprite,,__thiscall(this) [GAME_SWITCHUP tile-switch],method,decomp-xref,med
0x0cbcc0,StatusBarItem::vfunc_12,,"__thiscall(this,a,b) [vtable slot 0x0c; GAME_TABHIGHLIGHT1 tab draw/update]",vfunc,decomp-xref,med
0x0ce660,StatusBarItem::vfunc_16,,"__thiscall(this,a,b,c) [vtable slot 0x10; GAME_TABHIGHLIGHT1]",vfunc,decomp-xref,med
